"agency","fiscal_year","n","n_common","n_uncommon","common_mean","uncommon_mean","common_median","uncommon_median","gap","gap_dollars","uncommon_share","suppressed"
"MANHATTAN COMMUNITY BOARD #2",2021,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2022,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #3",2014,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2015,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2016,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2017,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2018,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #3",2019,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2020,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2021,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #3",2022,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2023,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #3",2024,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #3",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2016,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2017,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2018,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2021,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2022,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #4",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2016,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2017,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2018,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2021,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2022,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #5",2025,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2015,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2016,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2017,1,1,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2018,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2021,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2022,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #6",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2016,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2017,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2018,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2021,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2022,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #7",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2014,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #8",2015,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #8",2016,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #8",2017,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #8",2018,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2020,1,1,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2021,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2022,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2023,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #8",2024,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #8",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #9",2014,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2015,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2016,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2017,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2018,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2019,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2020,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2021,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2022,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #9",2023,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #9",2024,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #9",2025,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN DA",2014,1231,1094,137,73053.9670932358,64964.4379562044,62500,54569,0.110733605017057,8089.52913703147,0.111291632818846,FALSE
"MAYORS OFFICE OF CONTRACT SVCS",2017,99,91,8,,,,,,,0.0808080808080808,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2018,152,135,17,,,,,,,0.111842105263158,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2019,168,151,17,,,,,,,0.101190476190476,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2020,184,166,18,,,,,,,0.0978260869565217,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2021,157,140,17,,,,,,,0.10828025477707,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2022,163,141,22,,,,,,,0.134969325153374,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2023,176,153,23,,,,,,,0.130681818181818,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2024,182,162,20,,,,,,,0.10989010989011,TRUE
"MAYORS OFFICE OF CONTRACT SVCS",2025,180,161,19,,,,,,,0.105555555555556,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2014,15,12,3,,,,,,,0.2,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2015,14,11,3,,,,,,,0.214285714285714,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2016,12,9,3,,,,,,,0.25,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2017,13,10,3,,,,,,,0.230769230769231,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2018,13,10,3,,,,,,,0.230769230769231,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2019,13,10,3,,,,,,,0.230769230769231,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2020,12,9,3,,,,,,,0.25,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2021,11,9,2,,,,,,,0.181818181818182,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2022,11,9,2,,,,,,,0.181818181818182,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2023,8,6,2,,,,,,,0.25,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2024,9,7,2,,,,,,,0.222222222222222,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2025,11,9,2,,,,,,,0.181818181818182,TRUE
"NYC DEPT OF VETERANS' SERVICES",2017,32,30,2,,,,,,,0.0625,TRUE
"NYC DEPT OF VETERANS' SERVICES",2018,34,32,2,,,,,,,0.0588235294117647,TRUE
"NYC DEPT OF VETERANS' SERVICES",2019,38,37,1,,,,,,,0.0263157894736842,TRUE
"NYC DEPT OF VETERANS' SERVICES",2020,38,35,3,,,,,,,0.0789473684210526,TRUE
"NYC DEPT OF VETERANS' SERVICES",2021,36,33,3,,,,,,,0.0833333333333333,TRUE
"NYC DEPT OF VETERANS' SERVICES",2022,31,29,2,,,,,,,0.0645161290322581,TRUE
"NYC DEPT OF VETERANS' SERVICES",2023,30,27,3,,,,,,,0.1,TRUE
"NYC DEPT OF VETERANS' SERVICES",2024,34,31,3,,,,,,,0.0882352941176471,TRUE
"NYC DEPT OF VETERANS' SERVICES",2025,35,30,5,,,,,,,0.142857142857143,TRUE
"NYC EMPLOYEES RETIREMENT SYS",2014,380,323,57,62082.8761609907,56955.7192982456,49756,49756,0.0825856851323961,5127.15686274512,0.15,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2015,376,317,59,65574.8927444795,58728.0677966102,54561,49244,0.104412293506126,6846.82494786935,0.156914893617021,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2016,396,339,57,67057.5427728614,60854.9649122807,55566,53335,0.0924963487193404,6202.57786058067,0.143939393939394,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2017,404,343,61,68689.9096209913,63286.4426229508,55062,54935,0.0786646397972428,5403.46699804044,0.150990099009901,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2018,406,340,66,69750.8764705883,62747.2424242424,55062,54935,0.100409262230548,7003.63404634587,0.16256157635468,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2019,402,339,63,73484.1209439528,67625.0634920635,57544,57295,0.0797322928630809,5859.0574518893,0.156716417910448,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2020,421,354,67,77705.872881356,70508.6865671642,64624,61986,0.0926208798295172,7197.18631419181,0.159144893111639,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2021,434,365,69,79033.1671232877,71112.0289855072,65308,61986,0.100225492993642,7921.13813778041,0.158986175115207,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2022,451,368,83,81104.3016304348,70705.6626506024,67514,59014,0.128213162197185,10398.6389798324,0.184035476718404,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2023,470,386,84,85412.5466321244,73776.130952381,69793.5,64575.5,0.136237779326051,11636.4156797434,0.178723404255319,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2024,478,397,81,91142.6851385391,81806.0987654321,74782,68149,0.102439228764383,9336.58637310697,0.169456066945607,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2025,469,390,79,94066.2025641025,84864.1518987342,77181.5,70364,0.0978252593868399,9202.05066536836,0.168443496801706,FALSE
"NYC FIRE PENSION FUND",2018,31,29,2,,,,,,,0.0645161290322581,TRUE
"NYC FIRE PENSION FUND",2019,35,32,3,,,,,,,0.0857142857142857,TRUE
"NYC FIRE PENSION FUND",2020,35,32,3,,,,,,,0.0857142857142857,TRUE
"NYC FIRE PENSION FUND",2021,44,39,5,,,,,,,0.113636363636364,TRUE
"NYC FIRE PENSION FUND",2022,48,42,6,,,,,,,0.125,TRUE
"NYC FIRE PENSION FUND",2023,46,41,5,,,,,,,0.108695652173913,TRUE
"NYC FIRE PENSION FUND",2024,48,43,5,,,,,,,0.104166666666667,TRUE
"NYC FIRE PENSION FUND",2025,49,44,5,,,,,,,0.102040816326531,TRUE
"NYC HOUSING AUTHORITY",2014,8519,7748,771,49707.5249096541,51420.6459143969,39019,45632,-0.0344640174270691,-1713.12100474279,0.0905035802324217,FALSE
"NYC HOUSING AUTHORITY",2015,8404,7610,794,52279.9679369251,54296.8992443325,40804,47719,-0.0385794289285106,-2016.93130740742,0.0944788196097097,FALSE
"NYC HOUSING AUTHORITY",2016,8037,7262,775,54425.616772239,56835.6374193548,42942,49545,-0.0442809983615124,-2410.02064711582,0.0964290158019161,FALSE
"NYC HOUSING AUTHORITY",2017,8084,7269,815,55555.2695006191,57247.6245398773,43079,50379,-0.0304625475579658,-1692.35503925822,0.100816427511133,FALSE
"NYC HOUSING AUTHORITY",2018,7800,7006,794,54998.9069369113,56400.9219143577,43079,49284.5,-0.0254916880267196,-1402.01497744633,0.101794871794872,FALSE
"NYC HOUSING AUTHORITY",2019,7871,7043,828,55808.6010222926,57219.5048309178,43941,43941,-0.0252811176553514,-1410.90380862515,0.105196290179139,FALSE
"NYC HOUSING AUTHORITY",2020,8137,7242,895,57274.1971831003,58454.1843575421,44930,44930,-0.0206024219016013,-1179.98717444174,0.10999139732088,FALSE
"NYC HOUSING AUTHORITY",2021,8434,7467,967,58789.5437257266,59826.683557394,46278,46278,-0.017641569672764,-1037.13983166741,0.11465496798672,FALSE
"NYC HOUSING AUTHORITY",2022,8644,7590,1054,58901.2785243742,58241.325426945,46278,46278,0.011204393418322,659.95309742925,0.121934289680703,FALSE
"NYC HOUSING AUTHORITY",2023,8264,7226,1038,61335.8076390811,62052.7283236994,46278,46314,-0.0116884526708585,-716.920684618279,0.125605033881897,FALSE
"NYC HOUSING AUTHORITY",2024,8243,7163,1080,67549.9324305455,68181.1425925927,50569,52845.5,-0.00934434927372032,-631.210162047224,0.131020259614218,FALSE
"NYC HOUSING AUTHORITY",2025,8438,7326,1112,70747.3155883155,71511.4487410072,53479,60911,-0.010800878398529,-764.133152691749,0.131784783123963,FALSE
"NYC POLICE PENSION FUND",2014,131,123,8,,,,,,,0.0610687022900763,TRUE
"NYC POLICE PENSION FUND",2015,130,122,8,,,,,,,0.0615384615384615,TRUE
"NYC POLICE PENSION FUND",2016,131,122,9,,,,,,,0.0687022900763359,TRUE
"NYC POLICE PENSION FUND",2017,132,124,8,,,,,,,0.0606060606060606,TRUE
"NYC POLICE PENSION FUND",2018,137,127,10,,,,,,,0.072992700729927,TRUE
"NYC POLICE PENSION FUND",2019,139,130,9,,,,,,,0.0647482014388489,TRUE
"NYC POLICE PENSION FUND",2020,136,126,10,,,,,,,0.0735294117647059,TRUE
"NYC POLICE PENSION FUND",2021,139,131,8,,,,,,,0.0575539568345324,TRUE
"NYC POLICE PENSION FUND",2022,138,128,10,,,,,,,0.072463768115942,TRUE
"NYC POLICE PENSION FUND",2023,140,129,11,,,,,,,0.0785714285714286,TRUE
"NYC POLICE PENSION FUND",2024,143,128,15,,,,,,,0.104895104895105,TRUE
"NYC POLICE PENSION FUND",2025,137,123,14,,,,,,,0.102189781021898,TRUE
"OFF OF PAYROLL ADMINISTRATION",2014,145,128,17,,,,,,,0.117241379310345,TRUE
"OFF OF PAYROLL ADMINISTRATION",2015,155,137,18,,,,,,,0.116129032258065,TRUE
"OFF OF PAYROLL ADMINISTRATION",2016,150,132,18,,,,,,,0.12,TRUE
"OFF OF PAYROLL ADMINISTRATION",2017,160,141,19,,,,,,,0.11875,TRUE
"OFF OF PAYROLL ADMINISTRATION",2018,150,129,21,,,,,,,0.14,TRUE
"OFF OF PAYROLL ADMINISTRATION",2019,147,129,18,,,,,,,0.122448979591837,TRUE
"OFF OF PAYROLL ADMINISTRATION",2020,147,129,18,,,,,,,0.122448979591837,TRUE
"OFF OF PAYROLL ADMINISTRATION",2021,143,125,18,,,,,,,0.125874125874126,TRUE
"OFF OF PAYROLL ADMINISTRATION",2022,139,121,18,,,,,,,0.129496402877698,TRUE
"OFF OF PAYROLL ADMINISTRATION",2023,140,122,18,,,,,,,0.128571428571429,TRUE
"OFF OF PAYROLL ADMINISTRATION",2024,136,119,17,,,,,,,0.125,TRUE
"OFF OF PAYROLL ADMINISTRATION",2025,131,115,16,,,,,,,0.122137404580153,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2014,15,14,1,,,,,,,0.0666666666666667,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2015,15,14,1,,,,,,,0.0666666666666667,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2016,17,15,2,,,,,,,0.117647058823529,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2017,17,15,2,,,,,,,0.117647058823529,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2018,15,13,2,,,,,,,0.133333333333333,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2019,17,14,3,,,,,,,0.176470588235294,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2020,14,12,2,,,,,,,0.142857142857143,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2021,16,14,2,,,,,,,0.125,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2022,16,14,2,,,,,,,0.125,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2023,14,12,2,,,,,,,0.142857142857143,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2024,15,13,2,,,,,,,0.133333333333333,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2025,15,13,2,,,,,,,0.133333333333333,TRUE
"OFFICE OF CRIMINAL JUSTICE",2024,48,45,3,,,,,,,0.0625,TRUE
"OFFICE OF CRIMINAL JUSTICE",2025,96,90,6,,,,,,,0.0625,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2014,112,109,3,,,,,,,0.0267857142857143,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2015,149,141,8,,,,,,,0.0536912751677852,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2016,156,148,8,,,,,,,0.0512820512820513,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2017,165,159,6,,,,,,,0.0363636363636364,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2018,181,173,8,,,,,,,0.0441988950276243,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2019,178,170,8,,,,,,,0.0449438202247191,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2020,190,180,10,,,,,,,0.0526315789473684,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2021,191,180,11,,,,,,,0.0575916230366492,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2022,196,183,13,,,,,,,0.0663265306122449,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2023,201,183,18,,,,,,,0.0895522388059701,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2024,209,195,14,,,,,,,0.0669856459330144,TRUE
"OFFICE OF EMERGENCY MANAGEMENT",2025,209,192,17,,,,,,,0.0813397129186603,TRUE
"OFFICE OF LABOR RELATIONS",2014,99,86,13,,,,,,,0.131313131313131,TRUE
"OFFICE OF LABOR RELATIONS",2015,105,90,15,,,,,,,0.142857142857143,TRUE
"OFFICE OF LABOR RELATIONS",2016,119,102,17,,,,,,,0.142857142857143,TRUE
"OFFICE OF LABOR RELATIONS",2017,127,110,17,,,,,,,0.133858267716535,TRUE
"OFFICE OF LABOR RELATIONS",2018,133,116,17,,,,,,,0.12781954887218,TRUE
"OFFICE OF LABOR RELATIONS",2019,130,115,15,,,,,,,0.115384615384615,TRUE
"OFFICE OF LABOR RELATIONS",2020,155,140,15,,,,,,,0.0967741935483871,TRUE
"OFFICE OF LABOR RELATIONS",2021,150,136,14,,,,,,,0.0933333333333333,TRUE
"OFFICE OF LABOR RELATIONS",2022,144,129,15,,,,,,,0.104166666666667,TRUE
"OFFICE OF LABOR RELATIONS",2023,151,136,15,,,,,,,0.0993377483443709,TRUE
"OFFICE OF LABOR RELATIONS",2024,157,141,16,,,,,,,0.101910828025478,TRUE
"OFFICE OF LABOR RELATIONS",2025,160,145,15,,,,,,,0.09375,TRUE
"OFFICE OF MANAGEMENT & BUDGET",2014,323,285,38,80008.9368421053,67333.5789473684,66661,62255,0.158424276024955,12675.3578947368,0.117647058823529,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2015,331,292,39,83940.2157534247,79858.3333333333,70034,64814,0.0486284480383263,4081.88242009131,0.117824773413897,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2016,355,315,40,84710.8825396825,81359.6,71785,71785,0.0395614168948437,3351.28253968252,0.112676056338028,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2017,388,342,46,87644.8421052632,83562.8695652174,73939,73939,0.0465740189838354,4081.97254004578,0.118556701030928,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2018,388,351,37,87835.3931623932,80933.3243243243,73939,73939,0.0785795860822081,6902.06883806887,0.095360824742268,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2019,392,356,36,91154.1713483145,87668.9444444444,77115,77115,0.0382344203487131,3485.22690387008,0.0918367346938776,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2020,398,358,40,93927.6452513966,87554.025,79428,76967.5,0.0678567021917527,6373.62025139661,0.100502512562814,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2021,372,334,38,95733.9491017964,94543.1315789474,80683,79428,0.0124388216930529,1190.81752284904,0.102150537634409,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2022,373,334,39,99246.5898203593,98178.282051282,83399,83399,0.0107641760891828,1068.30776907725,0.10455764075067,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2023,406,364,42,98833.1071428571,95862.119047619,83399,83399,0.0300606566071397,2970.98809523808,0.103448275862069,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2024,434,384,50,112388.2421875,106994.38,95208,95208,0.0479931181635645,5393.8621875,0.115207373271889,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2025,421,368,53,120854.817934783,111783.358490566,107149,98302,0.075060801044041,9071.45944421651,0.125890736342043,FALSE
"OFFICE OF RACIAL EQUITY",2024,10,7,3,,,,,,,0.3,TRUE
"OFFICE OF RACIAL EQUITY",2025,28,21,7,,,,,,,0.25,TRUE
"OFFICE OF THE ACTUARY",2014,35,26,9,,,,,,,0.257142857142857,TRUE
"OFFICE OF THE ACTUARY",2015,34,25,9,,,,,,,0.264705882352941,TRUE
"OFFICE OF THE ACTUARY",2016,34,27,7,,,,,,,0.205882352941176,TRUE
"OFFICE OF THE ACTUARY",2017,38,30,8,,,,,,,0.210526315789474,TRUE
"OFFICE OF THE ACTUARY",2018,41,33,8,,,,,,,0.195121951219512,TRUE
"OFFICE OF THE ACTUARY",2019,43,35,8,,,,,,,0.186046511627907,TRUE
"OFFICE OF THE ACTUARY",2020,42,35,7,,,,,,,0.166666666666667,TRUE
"OFFICE OF THE ACTUARY",2021,40,34,6,,,,,,,0.15,TRUE
"OFFICE OF THE ACTUARY",2022,40,35,5,,,,,,,0.125,TRUE
"OFFICE OF THE ACTUARY",2023,35,30,5,,,,,,,0.142857142857143,TRUE
"OFFICE OF THE ACTUARY",2024,40,33,7,,,,,,,0.175,TRUE
"OFFICE OF THE ACTUARY",2025,38,31,7,,,,,,,0.184210526315789,TRUE
"OFFICE OF THE COMPTROLLER",2014,710,637,73,73108.546310832,67583.7123287671,64800,61000,0.0755702891229054,5524.8339820649,0.102816901408451,FALSE
"OFFICE OF THE COMPTROLLER",2015,706,633,73,77472.3838862559,69697.9726027397,67222,57934,0.100350742981273,7774.41128351621,0.103399433427762,FALSE
"OFFICE OF THE COMPTROLLER",2016,720,645,75,83546.119379845,77689.4933333333,70448,67624,0.070100515619215,5856.62604651162,0.104166666666667,FALSE
"OFFICE OF THE COMPTROLLER",2017,741,663,78,86546.6138763198,79255.4615384615,74917,67128.5,0.0842453795855923,7291.15233785825,0.105263157894737,FALSE
"OFFICE OF THE COMPTROLLER",2018,746,661,85,85722.5098335855,79455.5764705882,74000,69653,0.0731072080736241,6266.93336299722,0.113941018766756,FALSE
"OFFICE OF THE COMPTROLLER",2019,744,661,83,88038.7428139182,83586.2289156627,74571,72418,0.0505744829599225,4452.51389825551,0.111559139784946,FALSE
"OFFICE OF THE COMPTROLLER",2020,748,657,91,90939.9132420092,88425.9010989011,79193,74824,0.0276447607379807,2514.01214310806,0.121657754010695,FALSE
"OFFICE OF THE COMPTROLLER",2021,736,650,86,92231.1538461538,86827.011627907,80553,74707.5,0.0585934577730778,5404.14221824685,0.116847826086957,FALSE
"OFFICE OF THE COMPTROLLER",2022,657,576,81,93701.5381944444,89927.5679012346,80000,75804,0.0402765030962276,3773.97029320983,0.123287671232877,FALSE
"OFFICE OF THE COMPTROLLER",2023,655,584,71,99006.4880136986,95552.676056338,87783.5,82195,0.0348847032820994,3453.81195736061,0.108396946564885,FALSE
"OFFICE OF THE COMPTROLLER",2024,664,589,75,107154.876061121,104857.666666667,91834,89132,0.0214382161493385,2297.20939445388,0.112951807228916,FALSE
"OFFICE OF THE COMPTROLLER",2025,690,607,83,109660.044481054,103071.542168675,92742,87437,0.0600811566652056,6588.50231237964,0.120289855072464,FALSE
"OFFICE OF THE MAYOR",2014,413,381,32,81645.217847769,84532.40625,70000,75928.5,-0.0353626149618985,-2887.18840223098,0.0774818401937046,FALSE
"OFFICE OF THE MAYOR",2015,452,413,39,89340.5060532687,84040.717948718,78432,74633,0.059321223246607,5299.7881045508,0.086283185840708,FALSE
"OFFICE OF THE MAYOR",2016,519,484,35,92385.9400826446,75407.6,80286,73000,0.183776233347374,16978.3400826446,0.0674373795761079,FALSE
"OFFICE OF THE MAYOR",2017,456,425,31,99551.9717647059,87925.6774193548,88532,77250,0.116786178508148,11626.2943453511,0.0679824561403509,FALSE
"OFFICE OF THE MAYOR",2018,457,420,37,99733.8071428572,97952.5405405405,88428.5,80000,0.0178602086227909,1781.26660231662,0.0809628008752735,FALSE
